Date,AAPL,AMZN,GOOGL,JNJ,JPM,MSFT,PG,TSLA,UNH,XOM
2019-02-28,0.04269334820395653,-0.0479893182129515,-0.0014971642224189748,0.031477430537014565,0.006226072593166314,0.07527447330328561,0.01947764576772603,0.03980313395011225,-0.10563636223576046,0.08835600444660906
2019-03-31,0.09494210175831418,0.08385237398019939,0.04260185131769189,0.02096986127816313,-0.03207579954644336,0.05067017343946333,0.05372594927097462,-0.12719271907737462,0.022620424371745045,0.020313500514853915
2019-04-30,0.054352672777887016,0.0797754121358366,0.016669519542198745,0.008002936773294216,0.1530879872919021,0.10525955437413913,0.028495169013941772,-0.1491925715361374,-0.059472129153506754,-0.008519028643301348
2019-05-31,-0.1262962391951561,-0.08069653008112622,-0.07920019944858504,-0.06690346156967776,-0.08902862159885162,-0.05156396037736389,-0.03561086980046458,-0.22634915566524139,0.03537289793802422,-0.11043920160732758
2019-06-30,0.1284360211959491,0.06470841321674757,-0.02350223517245565,0.05990672300169663,0.05303173045031417,0.08103414175420852,0.06341053272905649,0.2047647961933169,0.011525600178484356,0.08072006133174857
2019-07-31,0.07431113643430663,-0.01626251682702807,0.12296274598694877,-0.06713206769650205,0.04282957508064277,0.015160914224273118,0.08140469521319181,0.07913919640966759,0.018407401085345547,-0.03170596238859514
2019-08-31,-0.018544501940971243,-0.050557156030478397,-0.024797115438398583,-0.008980566475490954,-0.055014424450039796,0.012953415962415275,0.016469686847331626,-0.06830569928496723,-0.06236204081152775,-0.0697073583555541
2019-09-30,0.07087814559412862,-0.024816076493039747,0.023627894954147625,0.005863057398055475,0.06918912505552065,0.006403021868873197,0.03243386360119393,0.06555555613678075,-0.06898575493762439,0.029020441516634958
2019-10-31,0.10860105241344385,0.021391367935778553,0.02875670537052654,0.018475971235215487,0.06785200717376481,0.029132923917938862,0.005356402640377504,0.30534388768308707,0.16071827032456432,-0.0451366972927555
2019-11-30,0.07547062180597384,0.011503967894070592,0.033895386727449066,0.04640648831082916,0.052671808541367875,0.057379404828140294,-0.0217607029707061,0.04561131379566851,0.10543542002638905,0.018364247248458525
2019-12-31,0.09670052688358242,0.02403836093113975,0.024985419021477655,0.058866723391752244,0.05590086555825923,0.039665653106937586,0.0211840991856903,0.26581382002951315,0.052371371718194275,0.022135152482729008
2020-01-31,0.05192674210714309,0.08498046945318936,0.06764239707721074,0.018482644088241622,-0.04649001360887762,0.07737152910573873,0.001602677608225959,0.5530765240101357,-0.07531959051932281,-0.11185702766394158
2020-02-29,-0.11678476477670909,-0.06429705346696392,-0.06736207084023373,-0.09298452581499507,-0.12485448030806591,-0.047771580023085576,-0.09348118241573423,0.024693135537205417,-0.066278717904547,-0.162120656943203
2020-03-31,-0.07184464883558785,0.03293723798488989,-0.1344708595643258,-0.026993846586113153,-0.2266979428313829,-0.028624770757549996,-0.030609399096804053,-0.21764040470176482,-0.01973241555706385,-0.2639415302232391
2020-04-30,0.15329041113843844,0.26681678433273837,0.1569166341390057,0.14212426584208993,0.07261519179598085,0.13424293893620154,0.07660850050033595,0.49005398615468765,0.1707049253823777,0.22177750654145478
2020-05-31,0.08301060662717284,-0.014868274573425107,0.0623854718774085,-0.0038081640959063486,0.014102602326368278,0.023307712879531255,-0.018627260504336392,0.06585553500450035,0.040246179434452516,-0.004630775778708525
2020-06-30,0.14530285567720813,0.12748339520057794,-0.012874979748023437,-0.05667164319409857,-0.03548162031467717,0.10847598572894955,0.029404153523766456,0.29110229949374855,-0.030391207726066523,-0.018577464395215022
2020-07-31,0.1630484455890696,0.14503028851668798,0.04720973494913593,0.0343951076598784,0.03535773983593848,0.0052876201105823625,0.10143239799228453,0.32292755106481985,0.024463374343430037,-0.061117427944385246
2020-08-31,0.2144861717500598,0.08837770035964874,0.09306770696411114,0.05740541647030894,0.03465108060075905,0.10066830133001124,0.05290488498786849,0.7393687919453783,0.030184155238066494,-0.03421410754681765
2020-09-30,-0.10460967435715686,-0.08966192518593886,-0.10268301444248741,-0.03161230394041182,-0.04120906323645158,-0.06948004816598043,0.0026877745388814637,-0.14117074743260438,-0.0004687032386515651,-0.14254401115119353
2020-10-31,-0.06209543872542068,-0.037837418668538854,0.10061173540592604,-0.08113998354062592,0.02575236312781725,-0.03945307413486455,-0.010204530715003941,-0.09758224464939359,-0.023348817613764845,-0.051894195414519236
2020-11-30,0.09340969246501284,0.04135653553199147,0.08348641101363895,0.06045984839179474,0.20028301509177548,0.05797706095163401,0.010826985367397339,0.46065246881423005,0.10016481185305347,0.1950332011797643
2020-12-31,0.11249021129055402,0.025975049681150934,-0.0030864966914145938,0.08569713381117837,0.07587751325153134,0.0369226353655313,-0.00013918939919189315,0.2411689469564321,0.04430330774425017,0.07895550960632201
2021-01-31,-0.007584602139720682,-0.017659345569861713,0.040549520730200565,0.03445220616800026,0.017800337175685292,0.04080827667790842,-0.07507929661975833,0.12242252424103493,-0.050845611331520664,0.08573816087578888
2021-02-28,-0.08179540106467888,-0.037411747100757016,0.10438170705677395,-0.024653699940555447,0.1416952170718938,0.0020347143093185564,-0.0385858066735777,-0.15082378382727246,-0.00616032220006691,0.23104131782974535
2021-03-31,0.0052561952336777,-0.0017115491848162042,0.018001661958848218,0.03508701009808723,0.03229894230621976,0.012504841991361919,0.09424938586217722,-0.013289902794174531,0.12184615081542925,0.024769798890550747
2021-04-30,0.07413449912560886,0.11857940376235009,0.13899643057613809,-0.011940525316030744,0.014246417170958751,0.06751850070800978,-0.010622009754087454,0.06006391438588398,0.06975778937286102,0.023172059747095124
2021-05-31,-0.0525802277654347,-0.07255358859202711,-0.00065986739451341,0.044472252806550976,0.06572755520760541,-0.009710844242493806,0.008634921187096072,-0.12079668857450611,0.030815406273642203,0.03251337750401483
